timestamp,worker_id,session_id,prompt_code,temperature,frequency_penalty,num_query,num_selected,perc_selected,num_cursor,time,num_event,written_by_human
8/21/2021 18:17:23,A2WGW5Y3ZFBDEC,232312a7bc284724b78c9c71c2b90afa,screen,0.2,0.5,20,19,95,82,10.22,1807,57
8/21/2021 18:48:59,A2WGW5Y3ZFBDEC,80624eb1f1d241e8b1fa4cdc70d43f0a,pads,0.9,0.5,22,17,77,14,10.4,1531,62
8/21/2021 19:09:53,A2WGW5Y3ZFBDEC,fcf120025db5430b9ea948e735876591,school,0.9,0.5,25,19,76,37,10.68,1602,55
8/21/2021 19:25:14,A2WGW5Y3ZFBDEC,91366311bd76400b9ea7efe17bf8b659,dating,0.2,0.5,35,29,83,24,10.06,1443,45
8/21/2021 19:38:02,A2WGW5Y3ZFBDEC,b24842bebbc045249f59a791912f491d,stereotype,0.9,0.5,23,19,83,19,10.22,1418,49
8/21/2021 20:41:17,A3O5RKGH6VB19C,b6c08c13a3a24bfe81e6186207077368,stereotype,0.9,0.5,2,1,50,1,9.15,1627,95
8/21/2021 21:22:56,A3O5RKGH6VB19C,843d5913965e4dee8b3d500b547c3489,school,0.9,0.5,0,0,0,3,9.14,2100,100
8/21/2021 21:33:35,A3O5RKGH6VB19C,eefa5bb918f543a088a6ac8680e09e9c,pads,0.9,0.5,0,0,0,0,9.36,1941,100
8/21/2021 21:45:11,A3O5RKGH6VB19C,d53c0269a7944ab58d7e332de951b22d,pads,0.2,0.5,1,0,0,3,9.28,1996,100
8/21/2021 22:21:46,A3O5RKGH6VB19C,fc53ee7c7b1c4ad1886004483d6f3184,pads,0.9,0.5,0,0,0,3,9.32,1707,100
8/22/2021 12:51:53,A2QX3YJXAAHHVV,03f76432a1e149e1887c28daf15807f0,stereotype,0.2,0.5,29,17,59,63,15.11,1222,45
8/22/2021 13:13:21,A1E235KE3CSO7H,4cb270632c6e47f5ba6d606d53f66cd0,pads,0.9,0.5,5,2,40,27,10.88,1370,90
8/22/2021 13:17:54,A2QX3YJXAAHHVV,0762e9fe57434dae90b272429428357b,dating,0.2,0.5,19,12,63,46,10.09,1009,53
8/22/2021 13:37:20,A2QX3YJXAAHHVV,7ab37dbcbce14ef4aec847b875063e29,dating,0.9,0.5,22,20,91,37,10.24,726,19
8/22/2021 13:37:37,A1E235KE3CSO7H,43bda44256df4d51ba681ac40dcfe8c1,dating,0.2,0.5,3,1,33,6,10.56,1915,95
8/22/2021 13:57:00,A2QX3YJXAAHHVV,9a349a9b53a848809ca59ed0823273b0,school,0.2,0.5,21,14,67,37,11.64,1376,54
8/22/2021 14:18:01,A2QX3YJXAAHHVV,df8b3e2640104dbdadd07e6c6475bb4b,dating,0.9,0.5,29,28,97,35,11.11,754,15
8/22/2021 14:36:22,A2QX3YJXAAHHVV,5cb5a5445f3a4e82af6dcd70d4019ba6,pads,0.9,0.5,14,9,64,26,10.62,1159,61
8/22/2021 14:53:10,A2QX3YJXAAHHVV,90c79f94b57b4ef2b3c7d9c4598b7afa,screen,0.2,0.5,15,12,80,60,10.49,1060,49
8/22/2021 15:07:37,A2QX3YJXAAHHVV,b420f1799193446cb60c42a4cfc5053b,dating,0.9,0.5,24,16,67,32,9.82,1024,31
8/22/2021 15:27:40,A2QX3YJXAAHHVV,b75ef56faed74be0b4b59e15138e18f4,pads,0.2,0.5,9,4,44,30,10.53,1399,75
8/22/2021 19:07:16,A1VZSFHTU51JP0,a2ae7a28141944dda986c3124ce58184,screen,0.9,0.5,4,3,75,14,10.27,1934,91
8/22/2021 19:40:48,A1VZSFHTU51JP0,bbf66945de704afe9c3054b659f7c6d8,pads,0.2,0.5,2,1,50,70,10.28,1959,95
8/22/2021 20:22:08,A3O5RKGH6VB19C,8c1e099146fe4ff7a633d08fb6f54035,pads,0.2,0.5,0,0,0,5,9.13,1826,100
8/22/2021 20:50:27,A3O5RKGH6VB19C,932a48cdabbf40ed8622c169b9053efc,screen,0.2,0.5,0,0,0,2,9.47,1766,100
8/22/2021 21:15:15,A3O5RKGH6VB19C,df7ebb6fc93c419d84052f9579fa6e0a,dating,0.2,0.5,0,0,0,3,9.46,2567,100
8/22/2021 21:51:25,A3O5RKGH6VB19C,1c6fcfe3faf4499bad4a08f36fb0e941,stereotype,0.2,0.5,0,0,0,6,9.06,1951,100
8/22/2021 22:01:53,A3O5RKGH6VB19C,712c00cd50254b2baef9a6af57cfad72,screen,0.2,0.5,0,0,0,5,9.14,2001,100
8/22/2021 22:03:23,A1VZSFHTU51JP0,ed07606664fb45718dc42629cb072c1b,school,0.2,0.5,1,1,100,27,10.77,2071,98
8/22/2021 22:12:33,A3O5RKGH6VB19C,e08f94cbb8024b0d86bb3365221d4290,school,0.2,0.5,0,0,0,3,9.2,2580,100
8/22/2021 22:23:01,A3O5RKGH6VB19C,e66a5afb693c47e8b30faeb12e10a7cf,dating,0.9,0.5,1,1,100,11,9.2,2051,94
8/22/2021 23:06:19,A1VZSFHTU51JP0,a7518c3553b7485a9e01e8bd95843abc,stereotype,0.2,0.5,3,3,100,4,10.02,1969,89
8/22/2021 23:21:12,A3O5RKGH6VB19C,ea75cd504c9c4f6e801d18aeaf2e0fd6,school,0.9,0.5,1,1,100,0,9.47,2303,95
8/22/2021 23:21:42,A2WGW5Y3ZFBDEC,73a6d974745d4367bddb0059870a3e7e,dating,0.9,0.5,22,20,91,23,10.28,1434,40
8/22/2021 23:33:41,A3O5RKGH6VB19C,181976aad3154801b8c380e9afc99410,pads,0.2,0.5,0,0,0,0,9.39,1986,100
8/22/2021 5:51:30,A2QX3YJXAAHHVV,95b8a64db3d3471f9662d0019357059d,school,0.9,0.5,11,9,82,43,11.77,1181,49
8/22/2021 6:06:38,A2QX3YJXAAHHVV,478d7bee3c53454fb80f423138913c4f,stereotype,0.9,0.5,24,19,79,53,10.09,637,20
8/22/2021 6:29:29,A2QX3YJXAAHHVV,bb820561ffe24e01ab3be7abb8d325a6,stereotype,0.2,0.5,9,6,67,59,12.02,1276,65
8/22/2021 6:47:03,A2QX3YJXAAHHVV,b28b4e5e12c24f80a9e3bf0f3d9cf030,stereotype,0.2,0.5,19,15,79,39,11.59,1259,57
8/22/2021 7:03:54,A2QX3YJXAAHHVV,b6211411e58a4a5e8b7f0a2754d4b429,dating,0.2,0.5,5,2,40,45,11.14,1523,93
8/22/2021 7:23:33,A2QX3YJXAAHHVV,6aebd1be61b34dd1a3154f471c891647,pads,0.9,0.5,7,2,29,51,11.73,1314,87
8/22/2021 7:42:41,A2QX3YJXAAHHVV,f9ca19925c9f4e7ca77044766549ea83,screen,0.9,0.5,21,16,76,37,10.94,1237,47
8/22/2021 8:03:01,A2QX3YJXAAHHVV,ae1a4e491d3045dc9cac0b30f832667e,screen,0.9,0.5,32,26,81,49,10.09,463,15
8/22/2021 8:20:43,A2QX3YJXAAHHVV,06a646f4746648eebec3e1869b713d7e,school,0.2,0.5,12,9,75,43,10.92,1491,68
8/22/2021 8:38:00,A2QX3YJXAAHHVV,114dfaf5c4a0437880b6829c92b9dce8,screen,0.2,0.5,13,6,46,31,10.42,1399,72
8/22/2021 9:06:29,A2QX3YJXAAHHVV,b2a06d7e1afb42439ab15004d1ded82c,stereotype,0.9,0.5,39,23,59,48,10.53,574,24
8/22/2021 9:24:58,A2QX3YJXAAHHVV,3fd4689bc9384b6180595d77d771a312,school,0.2,0.5,27,21,78,20,10.51,1420,43
8/23/2021 0:08:01,A3O5RKGH6VB19C,7748d213f66743dd9abe45f23dacca99,extremesports,0.2,0.5,0,0,0,3,9.12,1619,100
8/23/2021 0:21:03,A3O5RKGH6VB19C,b79722adbf4c4301832af916f636ff2f,audiobook,0.2,0.5,0,0,0,9,9.41,1971,100
8/23/2021 10:18:46,A2YTQDLACTLIBA,7f7612ebfa1544d6b25fbbb53a49a5ae,audiobook,0.9,0.5,7,4,57,7,10.23,1245,81
8/23/2021 11:13:32,A1VZSFHTU51JP0,fd520baa3a5a4cd3967318729d67382f,audiobook,0.2,0.5,5,5,100,7,10.63,1887,81
8/23/2021 11:37:39,A2EED3HLTA96CP,092396c287e54c3d9454ba20bb1ccc83,athletes,0.9,0.5,12,8,67,91,10.79,1450,66
8/23/2021 11:57:03,A2EED3HLTA96CP,616c20d27921488686ac8d50bf911c9a,animal,0.2,0.5,10,5,50,59,11.05,1550,78
8/23/2021 12:08:39,APRZ7BR8C0ZMQ,8590b229160046b698adbd688baf377f,news,0.2,0.5,3,1,33,0,11.34,2785,97
8/23/2021 12:51:18,A1VZSFHTU51JP0,afa0f80124e94b3b9793b29f814765c4,animal,0.9,0.5,5,5,100,3,9.79,1954,83
8/23/2021 13:38:14,A1PTH9KTRO06EG,91c5030e4af74e8a870fa98675b6681d,athletes,0.2,0.5,3,1,33,0,10.11,1986,98
8/23/2021 14:12:42,A2WGW5Y3ZFBDEC,15a3a2aac98e48af9335bbdb3611892d,news,0.9,0.5,13,13,100,46,10.59,1380,44
8/23/2021 14:37:18,A2WGW5Y3ZFBDEC,53c9ba115f4e464da26ee9dfc9b8daf8,screen,0.2,0.5,21,16,76,23,10.63,1807,62
8/23/2021 15:03:22,A2WGW5Y3ZFBDEC,f6f47e11cd064b9a9e1647878516be9e,animal,0.2,0.5,20,16,80,97,10.86,1825,62
8/23/2021 15:24:32,A2WGW5Y3ZFBDEC,beb2455e6a514e41a535aa51532f3d1f,news,0.9,0.5,18,12,67,37,9.97,1624,56
8/23/2021 15:58:26,A2WGW5Y3ZFBDEC,8d93814aa76841fbb5fc1fbf3fc24a4a,pads,0.2,0.5,25,16,64,30,10.67,1760,68
8/23/2021 16:21:34,A2WGW5Y3ZFBDEC,09770cd9061f456fa6d82db00b43a0bd,stereotype,0.9,0.5,17,13,76,17,10.67,1803,65
8/23/2021 17:09:39,A2QX3YJXAAHHVV,4087251840494e2f85eefbc4537add1c,animal,0.9,0.5,11,8,73,35,12.45,1632,68
8/23/2021 17:13:16,A2WGW5Y3ZFBDEC,68fd27f0d07a4a319c9f931331f16e2d,screen,0.2,0.5,21,14,67,25,9.91,1862,71
8/23/2021 17:28:22,A1E235KE3CSO7H,278c77bedc924472bf0f0061598575ca,animal,0.9,0.5,5,4,80,163,10.34,1658,79
8/23/2021 17:30:15,A2QX3YJXAAHHVV,c5af75674d5b4710a0bb470ff3761ad7,news,0.2,0.5,8,5,62,48,12.45,1589,81
8/23/2021 17:50:46,A2WGW5Y3ZFBDEC,2b26596dffdc4403b160b0e12bc5daa9,animal,0.9,0.5,24,20,83,20,10.69,1773,53
8/23/2021 18:21:52,A2WGW5Y3ZFBDEC,4e68d0c88bed4e0f8b977ed56123b626,dating,0.2,0.5,34,23,68,39,10.09,1503,51
8/23/2021 18:45:07,A2WGW5Y3ZFBDEC,ae3d56d704a74f80827bbc54d685bfc2,dating,0.9,0.5,23,20,87,17,10.97,1955,51
8/23/2021 19:19:18,A2WGW5Y3ZFBDEC,3e1e3f82426c4b5682b3b315908dd8f8,stereotype,0.2,0.5,24,20,83,9,9.82,1699,61
8/23/2021 19:56:27,A2WGW5Y3ZFBDEC,477a7999cb944914ba1a1141db81b44f,extremesports,0.9,0.5,19,17,89,23,9.91,1491,47
8/23/2021 20:40:48,A2WGW5Y3ZFBDEC,69b4d60dbea24e83a939dbef50497919,news,0.2,0.5,26,21,81,21,9.6,1797,59
8/23/2021 22:23:02,A2WGW5Y3ZFBDEC,f579d31e1bee4c75826e8a5f24a0f25f,athletes,0.9,0.5,17,15,88,33,10.08,1695,55
8/23/2021 22:43:22,A2WGW5Y3ZFBDEC,47f1f3cedf5e4a779470a1816fd625dc,school,0.2,0.5,24,19,79,17,9.9,1528,49
8/23/2021 23:06:40,A2WGW5Y3ZFBDEC,7be4ecb3af5340b39c4f0d3ba63be068,pads,0.9,0.5,19,17,89,14,9.8,1389,43
8/23/2021 3:08:14,APRZ7BR8C0ZMQ,80005a3c4ee74a1cbe252ef51a2cc4b7,news,0.9,0.5,3,3,100,0,11.16,2888,95
8/23/2021 3:27:18,A1PTH9KTRO06EG,2b0bf00c87074030b36a423d292605e7,news,0.9,0.5,5,3,60,1,10.43,2538,86
8/23/2021 3:42:21,A3DUPRZSMU9W5R,5a043fc7d564442d8d66a706b9ff50fe,news,0.2,0.5,4,3,75,72,11.46,3056,91
8/23/2021 3:45:57,A1PTH9KTRO06EG,7fdd4ec9a2164e9d8f3d28e1db1df08c,athletes,0.2,0.5,4,2,50,5,10.7,3605,96
8/23/2021 3:55:35,A3DUPRZSMU9W5R,9dc2ff98e5244628989c4bd4be983dfe,athletes,0.9,0.5,3,3,100,13,10.91,2367,87
8/23/2021 4:13:09,A1PTH9KTRO06EG,78584b68efc441dc9e63092f93760523,extremesports,0.9,0.5,3,3,100,5,10.06,3220,91
8/23/2021 4:52:01,A1PTH9KTRO06EG,df1fe58fe9244c8fbf1183f385d2112f,audiobook,0.9,0.5,3,2,67,7,9.89,2685,93
8/23/2021 5:09:44,A2EED3HLTA96CP,4ef600b3d75344abaad59aadc0fe200a,news,0.2,0.5,9,5,56,113,12.79,1507,82
8/23/2021 5:12:31,A1PTH9KTRO06EG,c291ea51ad6c42a887c1fd2464edebe1,animal,0.2,0.5,2,0,0,2,10.4,3074,100
8/23/2021 5:17:41,A1QUQ0TV9KVD4C,ae1f2b6df9a74fe4b1eeec602bf6c3ae,audiobook,0.9,0.5,20,17,85,4,9.93,708,27
8/23/2021 5:18:54,A1QUQ0TV9KVD4C,af7e60f790c941399e2b3b6306d9131d,news,0.9,0.5,11,9,82,3,9.89,983,57
8/23/2021 5:32:39,A1QUQ0TV9KVD4C,d1c88e2180184f86ae24fb566073920a,athletes,0.2,0.5,9,8,89,0,9.59,856,61
8/23/2021 5:33:01,A2EED3HLTA96CP,ea10c484cd6245f6a5840eea4b4b143b,audiobook,0.9,0.5,11,8,73,71,12.49,1377,59
8/23/2021 5:34:28,A1QUQ0TV9KVD4C,78c867c5fe114a258e45a78d28131cde,animal,0.2,0.5,11,7,64,6,9.3,944,63
8/23/2021 5:49:55,A2EED3HLTA96CP,a8e549506ba24360a68afdc95e094e57,news,0.2,0.5,8,5,62,104,14.06,1537,87
8/23/2021 5:51:17,A3OLRWACCCCUTU,ee97167c47cd46aca00d02fdb8821697,audiobook,0.9,0.5,12,2,17,17,10,1721,93
8/23/2021 6:06:03,A1QUQ0TV9KVD4C,502e693d76204b3ca6935c39fc955113,extremesports,0.9,0.5,20,15,75,5,9.86,869,46
8/23/2021 6:06:47,A2EED3HLTA96CP,406e98d0ec3c412397412ac18367d491,athletes,0.9,0.5,6,5,83,124,12.84,1243,67
8/23/2021 6:12:45,A1QUQ0TV9KVD4C,a7d770fdc88c4a00855f52c662a629ad,athletes,0.9,0.5,17,13,76,6,9.68,970,46
8/23/2021 6:18:04,A1QUQ0TV9KVD4C,8db86d15b8874bf48a6e5cb948064409,news,0.9,0.5,17,13,76,15,9.64,702,34
8/23/2021 6:30:39,A1QUQ0TV9KVD4C,5b6d31f421474c3483b1bd08227ff95d,audiobook,0.9,0.5,14,10,71,0,10.17,708,45
8/23/2021 6:31:51,A1QUQ0TV9KVD4C,2404074432c445018ff2b9f2b6ff89f4,athletes,0.2,0.5,13,10,77,18,9.66,804,53
8/23/2021 6:41:51,A2EED3HLTA96CP,ba5029002a8e486f98404e68e850a3b5,animal,0.9,0.5,8,4,50,73,11.93,1255,83
8/23/2021 6:48:10,A1QUQ0TV9KVD4C,e1fd275c34ab4aae9e3a119b0dd3f0b4,extremesports,0.9,0.5,20,17,85,0,10.12,926,41
8/23/2021 6:49:20,A1QUQ0TV9KVD4C,08182f9617eb4a5ea65ace997be70b9b,athletes,0.9,0.5,10,8,80,18,9.29,566,39
8/23/2021 6:51:55,A3DUPRZSMU9W5R,ea22b448ed0441a093211cc71c8c35e3,news,0.9,0.5,7,4,57,2,11.02,2541,89
8/23/2021 7:01:07,A2EED3HLTA96CP,d40c6dfd679b4152b3f9334e56053ecf,extremesports,0.9,0.5,12,10,83,67,10.42,1211,56
8/23/2021 7:07:16,A3DUPRZSMU9W5R,87958a503957482fa3a5b13de3fbb296,extremesports,0.9,0.5,10,10,100,7,10.49,2094,62
8/23/2021 7:07:31,A1QUQ0TV9KVD4C,29aaf42bc9b0486abeb1191ec2365f3c,extremesports,0.2,0.5,11,7,64,2,10.06,773,50
8/23/2021 7:08:27,A1QUQ0TV9KVD4C,87428217b0aa4ca8a6001d5c46333f90,news,0.2,0.5,12,8,67,25,9.52,736,55
8/23/2021 7:23:05,A1QUQ0TV9KVD4C,85270c60200e4e2886a19f9d0c2b4080,audiobook,0.2,0.5,16,10,62,4,9.67,852,54
8/23/2021 7:24:00,A1QUQ0TV9KVD4C,935d692d86f6441b85a7f49c0cd9267d,extremesports,0.9,0.5,13,10,77,3,9.24,870,43
8/23/2021 7:26:07,A2YTQDLACTLIBA,5e3161b439134fb992482c957f30f78c,news,0.9,0.5,8,6,75,16,10.21,1342,74
