,file_name,text,Total number of sentences,Number of sentences of initial prompt,Number of sentences completely authored by the user,Number of sentences completely authored by GPT-3,Number of sentences authored by GPT-3 and user,Total number of GPT-3 calls made,Number of times GPT-3 suggestion is used,Number of times user rejected GPT-3 suggestion,Number of times GPT-3 suggestion is modified,Number of times GPT-3 suggestion is used as is,GPT-3 : Total Sentences,User : Total Sentences,Amount of GTP-3 Usage,Type Token Ratio
66,1049b04745b44e7fa2a50d98321c2026.jsonl,"Is It Wrong to Focus on Animal Welfare When Humans Are Suffering?

Would you be surprised to hear that a study found that research subjects were more upset by stories of a dog beaten by a baseball bat than of an adult similarly beaten? Or that other researchers found that if forced to choose, 40 percent of people would save their pet dog over a foreign tourist.

Why do you think many people are more empathetic toward the suffering of animals than that of people? In your opinion, is it wrong to focus on animal welfare when humans are suffering? Why do you think so?

---

In my opinion, I think that people relate more to animal abuse because it is more publicized on TV. I mean really, how many times have you seen commercials that portray animals in suffering left by their owners, or in really bad caged up situations. That really tugs at a persons heart strings, at least it does mine. Now how many times have you seen commercials portraying human suffering of people in lets say, North Korea where it is know to be really bad. I can not say I have ever seen one.  That's why I think that is why people relate more to animal abuse because it is more publicized on TV.

I also think it might be because people do not really see tourists nearly as much as an animal, and if they do, for the most part tourists seem to be having the time of their life.

I do not think it is really ok to put animal suffering above human suffering though. Both are problems, and both should be addressed for sure. I do think that we should put more focus on human suffering though. Just because most of us do not have to deal with the bad treatment on a daily basis, doesn't mean we should turn a blind eye to it. 

Maybe if we treated people better, people would also treat animals better because they would care more and be more empathic to all living creatures of this world. Humans are animals as well. Let's not forget that.",20,7,8,0,5,6,5,1,1,4,0.0,0.4,0.25,0.4820936639118457
67,ace79657baa04aaca50a076720ee1fe8.jsonl,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. 
n the wake of the devastating alien invasion, the survivors of the human race have been scattered across the globe. but together they are discovering new abilities, super human abilities. These new abilities were magical, no they were magic. 
The magic powers were different among most. Different levels of mana produce different powers. Some could fly, some could use fire, some could control the elements. Or some could do all three plus more. There were telepaths with telekinetic powers, there were people who could control gravity and even cause small singularities in space time. The possibilities seemed endless. Our world would once again be ours.
We started to learn how to combine our powers into new ones and eventually whole groups of people could work in sync with one another to create magical powers that were unthinkable just hours before. 
We started to learn how to use our powers to create new things, to change the world around us. We were then ready rid the alien scum from our world. An epic battle of the technologically Superior aliens and the magic wielding humans was unparalleled the history of the universe. Humanity and its newly rediscovered magic was victorious and the aliens rushed off while they still had a few ships left. 
The world was ours again and we were ready to rebuild. We used our old technology with our new magic and created a world of wonders that lasted for eons. The earth was never attacked again.",21,3,13,0,5,8,5,3,2,3,0.0,0.6190476190476191,0.23809523809523808,0.5966101694915255
68,1869b9eca05c4d7bba240afdabbb72e5.jsonl,"Is It Wrong to Focus on Animal Welfare When Humans Are Suffering?

Would you be surprised to hear that a study found that research subjects were more upset by stories of a dog beaten by a baseball bat than of an adult similarly beaten? Or that other researchers found that if forced to choose, 40 percent of people would save their pet dog over a foreign tourist.

Why do you think many people are more empathetic toward the suffering of animals than that of people? In your opinion, is it wrong to focus on animal welfare when humans are suffering? Why do you think so?

---

I would say that it is not inherently wrong that people are more empathetic towards the suffering of animals than that of people, given that many animals are powerless and not considered as able as people. Many might believe that their efforts to resolve human suffering is more futile than their efforts to end suffering towards animals, based on the innate nature of such issues facing the world. The suffering of humans is inherently much more complex and difficult than that of animal suffering, thus it is to be expected that many believe that animal welfare can be achieved must easily and faster than human welfare. As long as people still focus on both, even if it is asymmetrical, both goals can be achieved in due time. There will still be many in the world that will focus their attention on resolving issues plaguing human welfare, and many that have the resources and time to do so.  

However, it is still critical to acknowledge the lack of empathy and or consideration of others in people are around the world. For this apathy and indifference to others leads to the perpetuation of events such as genocide, poverty, and many more. This is to be resolved through initiatives and organizations such as the United Nations, which aims to promote peace and security, develop friendly relations among nations, achieve international cooperation in solving. This organizations and charities can help bring attention to critical causes that affects humans and their welfare, and I believe many do take head of such endeavors to assist if they can. For people have the means to focus on a variety of different issues, tackling them as they see fit. Their focus needs not be limited to one cause, but can be spread out to many. For that, it is not wrong of them to care about animal welfare alongside the welfare of other human beings. 

Regardless, it is understandable that many would take it to resolve animal suffering versus the suffering of other human beings, given what factors are seen in both that affects how they resolve. Attention must still be present of both issues, and people should be informed to be empathetic and aware that both needs to be resolved with urgency.",20,7,10,0,3,8,3,5,0,3,0.0,0.5,0.15,0.4407484407484408
69,01650a401e614c38a04a904165a5784f.jsonl,"When you're 28, science discovers a drug that stops all effects of aging, creating immortality. Your government decides to give the drug to all citizens under 26, but you and the rest of the “Lost Generations"" are deemed too high-risk. When you're 85, the side effects are finally discovered.


In the year 2045, the world is a very different place.
 The population has exploded to the point where there is no more room on Earth. Having immortality is good, but with nobody ever dying, natural resources have grown scarce.  There is little food, and the rich own all of the land. 

The rich have moved to the moon, and the rest of the population has been left to fend for themselves. The only way to get to the moon is to win a lottery. The lottery is held every year, and the odds of winning are one in a million. 

You have retired to a small cabin in the wilderness, illegally located in a rich trillionaire's hunting reserve.   You live off the land, and you have a small garden. 
One day, you discover that the rich are hunting humans.
 The immortality drug has secretly contained tracers, so the rich can hunt those who take it, for their cannibalistic rituals.  You feel sick to your stomach. You must survive the hunters, and the other dangers of the wilderness.  ou must also find a way to get to the moon, and win the lottery., to cure this evil at its source. 

You have your work cut out for you! You have outlived all of your friends, and have nothing to lose. This will be your last hurrah!",20,3,8,3,6,16,9,7,2,7,0.15,0.4,0.45,0.5642857142857143
70,b5f8899be4134579aa75c7625414fa25.jsonl,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, listening to audiobooks is different from reading print books: this is because it can get rather tedious to continually find out what is happening in a book by listening to someone narrate it.

But if you have fun then the fun will follow you on a long road. Or maybe a short one depending on the book.

Listening to books isn't bad but it might lack some aspects in which the readers imagination plays a great part.

It also could be really awesome.

It all just depends on your perspective.",13,7,1,1,4,6,6,0,0,6,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.6879432624113475
71,aa563d648ec34088a3e6d3924b53cffe.jsonl,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. No one knows how this started but it sure has caused excitement!
The first Dad to be ranked ""#1 Dad"" is a man named John.
  John is a normal man from a small town. He lives simply and has two children. He is a loving and devoted father. He has a simple job and is a devoted husband.
John is suddenly the most famous man in the world.
 Journalists want to interview him. Other dads want to meet him. He does not know what to do.
John is a simple man and does not know how to handle all of the attention.
 What should he do?  He decides the best thing to do is to investigate how all of this started and how he became ranked #1.
John goes to the town where he lives and meets with the other dads.
 He asks them if they know anything about this. They do not know about it but they tell John that their mugs have been changing every day. This is surprising to John because his has stayed at #1.
John decides to go to the town where the mug maker lives.
 He wants to find out why his mug has stayed at #1 and why the other mugs have been changing. The mug maker discloses that he made John's mug, and then the others, at the request of John's wife. She wanted to give John a special gift. She did not know how much attention it would cause. 
John is surprised to hear this.
 He has to decide what to do. He does not want to be the most famous man in the world. The mug maker tells John the only thing he can do is break the mug and then the ranking of #1 will go to someone else.

John goes home and gives his wife a big hug and kiss and thanks her then he breaks the mug and hopes she will understand.",28,1,15,3,9,22,12,10,0,12,0.10714285714285714,0.5357142857142857,0.42857142857142855,0.4269340974212034
72,b36defcb6838467db4486349793492fc.jsonl,"When you're 28, science discovers a drug that stops all effects of aging, creating immortality. Your government decides to give the drug to all citizens under 26, but you and the rest of the “Lost Generations"" are deemed too high-risk. When you're 29, the side effects are finally discovered.

The drug seems to be working. People don't die from anything. No disease. Nothing physical. Not even aging. Humans can survive everything. But there's a catch. eople are going insane.
 he drug has created a new mental disorder, called ""The Madness"".
 People are a lot more aggressive. People are a lot more mean. They lack empathy. They have less morality.

It is effecting the world big time. Lots more fights, shootings, terrorism. The government made a mistake. They didn't realize that the drug would make people act like animals. And now the government has to do something. 
The government has decided to take the drug away.
 A new drug was made to reverse the side effects of the drug and is the only way a human can die again. The government deems the drug a failure. So they have decided to give everyone the new drug. But there are going to be a lot of people who aren't going to willingly take this new drug. They are addicted to The Madness. The government decides to do something big and risky. They have decided to put the drug is a sort of ""bomb"" and ""bomb"" the cities. Not explosives but as a way of spreading the drug and force people to take it. They will also use planes with the drug and spray the air and let people inhale the drug.

And I so happen to be a military pilot. My mission is to help distribute the drug to major cities. I have been given a plane and a crew. I have been given a list of cities to bomb. I have 72 hours to hit as many cities as possible. I get on my mission and it is a success. All around the country people are losing The Madness. The side effect of the new drug is no more immortality. But the government sees this as a win. They have taken back control of the country. Not everyone is cured but the rest can be taken care of.",42,3,30,0,9,14,9,5,3,6,0.0,0.7142857142857143,0.21428571428571427,0.45885286783042395
73,fefad5c6b2ca4bd6a6728c1ea12a6232.jsonl,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing. However, humanity is really no match whatsoever for the alien's desire to use Matt to his own advantage. The alien has kidnapped Matt because he thinks that if he brings Matt back to his home planet, he will become a celebrity status. 
As the alien returns to his planet, he finds that his plan has failed.
 The alien realizes that Matt Damon isn't a celebrity, but an unknown person. Matt is really only a celebrity on planet Earth, but on the alien's planet, which is called Zog, he is not. All the other aliens laugh when the alien brings Matt back to planet Zog, because they are sure Matt is nothing. In fact, they think that Matt is just another regular person, nothing more. And moreover, they laugh because of how desperate the alien was to prove his worth to them. 
The alien is upset that he has failed.
 So, he is determined to prove that Matt is more than just a regular person. So, he starts trying to make Matt a celebrity on Zog. That's where the story begins. 

First, the alien takes Matt to a hair salon. He wanted Matt to have a new look so that the other aliens on Zog would know how rare he is. He has Matt's hair cut into an alien style of hair, with sharp points on the sides. He then takes Matt to a clothing store. He makes sure that Matt is dressed in the best clothes, and he dresses Matt in a gold necklace. And finally, he takes Matt to a plastic surgeon. The alien tells the doctor to make Matt look like a ""Zog Space Hero,"" which is a popular superhero on Zog. The plastic surgeon agrees and after the procedure is over, Matt does indeed look like the superhero that the alien admires.  

When the alien introduces Matt's new look to the other aliens, the other aliens are amazed. The aliens had no idea that Matt was anything special, but they are surprised that Matt is like a Zog Space Hero. They end up calling him ""The Zog Space Hero"" and they even start to worship him. They make Matt into a celebrity, and they treat him like he is their god. The alien becomes Matt's personal manager and gains the celebrity status that he was looking for. But the story does not end there. 
As Matt's celebrity status continues to grow, the alien is sure he will be promoted as well.
 However, to the alien's disappointment, he is not promoted. Instead, the aliens start to promote Matt even more than the alien is promoted. The alien gets very angry and frustrated, because he worked hard to try to make Matt a celebrity, only to watch him make it on his own. 
The alien goes to Matt's house, where Matt is relaxing by the pool, and tells him that he feels that he has been cheated
. Matt says that the alien's plan to make him a celebrity worked perfectly, and he could not have done it better himself. The alien is upset that Matt seems to be so dismissive of his feelings and thus decides to ban Matt from planet Zog and return him to planet Earth. This quite frankly seems to be the best solution. So, the alien returns Matt to Earth. Humanity is overjoyed to see Matt back again. They welcome him back with open arms and throw a worldwide party for him featuring delicacies and treats like hamburgers and French fries and pizza and beer, which are all foods that Matt loves. And that is how Matt ended up back on planet Earth after his long journey away. ",39,1,14,0,24,35,32,3,3,29,0.0,0.358974358974359,0.6153846153846154,0.3765432098765432
74,6e1f579ba29946d1b88b76320de96dd0.jsonl,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it is not selfish to participate in an extreme sport. People have their reasons for participating in sports like these and i dont think anyone should be limited as to what they can and can not do. It is simply their own decision. I know i personally have participated in violent sports all my life. I played football from the time i was a kid through graduating in college, and I am now doing boxing. To me, it is therapeutic to participate in sports like these because they challenge my mind and my athleticism. Working out to become better athlete is something that has always given me a goal, and something to drive for. In addition to that, i like to push myself and realize that if i can push myself in exercise, then i can anytime i am having a difficult time in life. I would guess that many people who do extreme sports are adrenaline junkies in a way, and need this sort of action in their life as they cant get it from every day tasks. This in turn calms their mind and allows them to have something to look forward to that quenches their adrenaline. I just think that everyone has a purpose for what they do, and it is not someone else to tell them what they can and can not do. Of course there are situations where the action can be looked at as selfish, but to them it may not me. There could be a dad who has four kids, but still does mountain climbing. Maybe he wants to be a role model to the kids and show them how to face their fears. Or maybe he simply wants to calm his mind so he can be present, and be a good father. Not everyone does it for these good and genuine reasons, but who are we to pick and choose? If its bad choice in your opinion, then no one is making you watch the action. 

So as far as drawing a line, i would simply say that the person themselves should draw it. People make bad decisions everyday doing things they should not do, thats part of life. I think it can be selfish to pursue things like risky sports, but it depends on perspective. From the outside in it may seem selfish, but to them it may not. Sometimes it truly may be selfish to them as well, but we simply are not in their shoes and dont really have the right to dictate that in my opinion. I think that once you start telling people they cant do what they want to, or limiting their right to choose, then you are taking away their heart in a way. Just think of the situation today. People are literally not doing things they know would be smart, simply because they dont want to be told what to do. Wearing masks for example. Yea it may be difficult for some people, but i would assume most people would agree that if it has any impact on lessening chances of gaining COVID, why not wear them, at least for our senior citizens. Shoot, ill wear a mascot costume if i am going to save people's lives.  o sum this all up, i would say that anything can be selfish if you look at it in that way.
 I know that may seem very general, but i simply feel that everyone has a perspective that matters. It is not our right to judge whether someone is being selfish or not simply by participating in a certain sport.",35,5,27,0,3,5,3,2,3,0,0.0,0.7714285714285715,0.08571428571428572,0.425
75,3d19d3770396446bb568be0852f3bcd4.jsonl,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. When the change first happens, I'm stunned to see where my dad ranks on the list. He's not on the list at all. Oh my God, this is horrible. Does this mean that he's not my actual father? Does this mean that some other totally random person I don't know at all is my actual father? 
I quickly scour the list to see if there is any other name that looks like my dad's.
 But I come up short every time I look. Increasingly panicky, I call my mom. I ask her if my dad is really my biological father. She's very confused and asks me why I would even ask such a thing. I tell her that the mug that I have is giving me a ranking of all the dads in the world, and my father is not on the list. My mom sounds nervous. She tells me that it must be some kind of mistake. She tells me that I should just ignore the mug. But hearing my mom's nerves on the phone is not giving me any sense of comfort. I decide to just go ask my dad about it in person. 
I get to his office at the university and ask him about the mug.
 My dad is just as confused as I am when I tell him that the mug doesn't have his name on the list. ""That's just not true,"" he retorts. But I pull out the mug and show it to him. I ask him if he can find his name on the list. He doesn't know what to say. I finally tell him that I'm going to speak with my mom again. He says he needs to speak with her as well but that he will do so privately. I ask what the matter is and he says, in a totally deflated way, that he isn't sure he can trust my mom again. I ask why he wouldn't trust my mom. He says that if he's not my father then that must mean that my mom had an affair or cheated on him. I ask how he's sure of that. He says that there's no other explanation that makes sense. After all, my mom and dad had been married for over five years by the time my mom got pregnant with me. He says that if my mom cheated on him, then she probably had an affair with my biological father. This whole situation sounds so sticky, so I reach out to my mom again and immediately request we talk in person. When we meet for lunch, I demand to know why my father is not listed on that mug. With tears welling in her eyes, my mom says she's so sorry. She says that she doesn't know what to do or say. But she does admit that another man is my father and that she had lied to my father for the last 24 years to conceal the fact that she was repeatedly engaging in adulterous activity over the course of their first five years of marriage. I feel so incredibly furious. My mom says that she will apologize to my dad but I tell her there is no need. I tell her that she needs to basically get her life together and that I am disgusted by her behavior. She says she understands and that she will never forgive herself.   But I am not interested in hearing it. I just want to be done with this woman. I ask how she could have done this to my father. She hurt a man for decades just to conceal her own lies! I walk out of this meeting with my mother vowing that this relationship is done. I will never speak to her again.",47,1,26,1,19,20,20,0,0,20,0.02127659574468085,0.5531914893617021,0.425531914893617,0.3447251114413076
76,278af098f2784b7ba22335f356ab854e.jsonl,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

Completely shocked, I muttered, ""You... you... you're a bee?"" ""Why yes, Your Majesty. Name's Buzz, and I've been your personal bee for years."" the bee replied.

""Buzz? Personal bee?! Am I dreaming?"" I said as I tried pinching myself to see if this was just a dream.

""I sure hope not, Your Majesty. I've been waiting for years to tell you this."" said Buzz.

""Tell me what, exactly?"" I asked.

""That you're not allergic to bees, Your Majesty. Your mother lied to you. Which coincidently, is not really your mother."" revealed Buzz.

Speechless, all I can say is ""What?""

""Yes, your Majesty. You've been banished from the bee kingdom at an early age and you have been turned into a human as a punishment."" Buzz said.

""Why was I punished? What did I do?"" I asked.

""Well, you did something that was very... unbee-lievable."" said Buzz jokingly. ""When you were a kid, you were playing with your friends in the garden and you cut a bee hive to fall from a tree."" continued Buzz.

""I did that as a bee?"" I asked confusingly. 

""You really don't remember, huh?"" Buzz said. ""Well now, our queen died years ago and you're next in line to be queen. We've been trying to get you for years!"" revealed Buzz.

""But how can I even lead you as a queen?"" I asked. ""I'm human!""

""Well, can say your orders every now and then,"" said Buzz. ""Our new bee hive is just outside of your house.""

""Well, okay then."" I said. ""I guess I'm your new queen.""

""Yes, Your Majesty."" said Buzz. ""Buzz out!"" said Buzz.",52,4,38,1,9,18,11,7,1,10,0.019230769230769232,0.7307692307692307,0.19230769230769232,0.4146981627296588
77,04cb21c58e7845ae9eb740c4756731ed.jsonl,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, listening to an audiobook is not as good as reading a book the good old fashion way.  n audiobook is like watching a movie inn your head, where reading a book is like directing that movie in your head. In my experience, reading a book helps to enhance the visual pictures my head paints because while reading you are more often than not more focused on reading than just listening. While something is read to me, my mind tends to drift towards thinking about other things. Reading it myself my mind drifts off into what I am reading.

On a more educational point about listening to an audiobook, over reading it yourself, you do not get the same mind sharping skills. What I mean by that is when you are reading, it helps to expand your vocabulary, and improve your reading skills. Because of how the sentences are written, while you read them, you can take the time to ask questions like ""who is this person?"", helping to improve your problem solving skills quicker as well. While listening to a book the narrator sometimes talks really fast, so I feel as if you lose the benefits enjoyed from reading a book. There is also a kind of satisfying feeling that comes from flipping the crisp pages of a new book. Even the feel of the pages of a timeless classic. Another thing, how nice does an audiobook smell? I love the smell of a freshly printed book.",20,7,9,0,4,4,4,0,3,1,0.0,0.45,0.2,0.5250836120401338
78,551833edecbb48a9a13b5498cadd6346.jsonl,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, there is no sport that is too dangerous to be called a sport. At least not that I know of. At the end of the day, there shouldn't be a line.

Football isn't really considered an extreme sport but there are many who won't let their children play due to the risks involved. I totally understand that point of view. 

So in reality, I think we all just draw our own lines in that situation. Some people are thrill seekers. Some people like myself are afraid to take risks.

How are we supposed to tell other people what decisions are right and wrong for them to make? We are all adults. We all have the freedom to make our own decisions. 

There are people that love to go sky diving. They know the risks of sky diving going in. They weigh those risks and think that the reward is greater than the risk. For me, the risk would be way too much. You'll never catch me diving out of a plane.

Football, basketball, hockey, baseball, snowboarding, skateboarding, etc. All of those sports are fine IMO. Ultimate Fighting is fine. We all get to decide what is too extreme for us personally, but we can't decide that for others. 

Extreme Mountain Climbing is dangerous. You can't prevent people from doing it. Climbing Mount Everest can lead to death because of how difficult it is. Everyone who goes to climb it knows that. Risk is sometimes what drives those people to take on those difficult tasks. They live for the adrenaline. 

We all make our own decisions and that's part of what makes life great. That can't be changed, especially for something like sports. ",32,5,27,0,0,0,0,0,0,0,0.0,0.84375,0.0,0.5245901639344263
79,e6b54867c5fb4b8a9806a93b6cee4526.jsonl,"What Stereotypical Characters Make You Cringe?

What stereotypical characters in books, movies or television shows make you cringe and why? Would you ever not watch or read something because of its offensive portrayal of someone?

---

In my opinion, there is one stereotype I have seen in movies in particular that I dislike the most and that is the African-American ""thug/criminal"" character. I have seen this character in movies and television shows for as long as I can remember. It has become far less common in the 2000s, but I still see it from time to time. Many movies, especially action and suspense genres, have a storyline centered around a criminal who must be caught in order to restore justice for someone. So often in these movies the people trying to catch the criminal are white and the antagonist is black. The black character is usually portrayed as a violent, uneducated, and unintelligent person who is only out for himself. Seeing this stereotype makes me cringe so much because how people are portrayed on screen has the ability to affect how they are seen by a population. If a person sees a black character portrayed as violent and unintelligent, they may believe that all black people are violent and unintelligent. This seems simplistic, but it is already a false narrative that exists that affects the lives of black men. I'm horribly offended if I see it on a big screen because it feels like it is reinforcing the false narrative that exists. 
Another reason the portrayal of this stereotype bothers me is because it is a stereotype that is often used to justify the mistreatment of black people. There are numerous stats proving that our country has a history of using the law to overcriminalize black males and to give them harder sentences on average than white males doing the same crimes. Filmmakers should really know better than make these types of characters come to life in a movie in a way that makes it seem common, when that is so far from the truth. 
In sum, seeing the black male criminal stereotype on the big screen makes me cringe more than any other because I know that overuse of these characters has had a negative impact on society and it's downright wrong.",17,4,8,0,5,5,5,0,1,4,0.0,0.47058823529411764,0.29411764705882354,0.5116279069767442
80,d4d4847e461c42888c2357e8d8f268b3.jsonl,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing. 

The alien race that started the kidnapping plot thought that Matt Damon was considered a ""National Treasure"", the plan was already underway when they realized it wasn't Matt Damon, but some other random guy that was kidnapped.

A letter is sent to the President of the United States of America requesting that the alien race receives $10,000,000 in exchange for Matt Damon. The president, understandably upset about incident, reached out to his Hollywood contacts and what does he discover? Matt Damon is home with his family and is completely oblivious about the entire incident. 

The officials are put on the case to see who exactly was kidnapped. Careful that they didn't  make the aliens aware that they had the wrong person as well as the human race as a whole aware that aliens kidnapped one of their own. 

After a full 24 hours of looking into the matter, the Beverly Hills police got a strange call. An actor had gone missing, but was returned after 12 hours telling a very confusing tale. The actor wasn't Matt Damon or anyone related to him. It was Mark Wahlberg. 
The aliens, realizing that they had in fact kidnapped the wrong human being, had already returned Mark Wahlberg to his home. and were far from Earth
 he incident is now on the cover of every newspaper, news channel and the story of an alien abduction has gone viral.
 

Mark Wahlberg has done many interviews but few people seem to believe him, he just doesn't seem as trustworthy as someone like Matt Damon would have been.",14,1,6,0,7,7,6,1,1,5,0.0,0.42857142857142855,0.5,0.5679442508710801
81,826e515ad8af4f68a59534c15844da37.jsonl,"You're Barack Obama. 4 years into your retirement, you awake to find a letter with no return address on your bedside table. It reads ""I hope you've had a chance to relax Barack...but pack your bags and call the number below. It's time to start the real job."" Signed simply, ""JFK.""   You call the number, and are told to meet your contact at JFK airport in 3 days. 

""Who is this mysterious contact?"" you say out loud to yourself.  You fly into JFK and immediately notice your contact waiting in the terminal. It's an younger looking, well built man in a pair of black jeans and a grey Old Navy hooded sweater without the hood over his face. He is also clean shaven. As you approach, he extends his hand in greeting and says ""Pleased to meet you Mr. President, I am George Washington."" 
You shake his hand and ask ""George Washington?
 Thee George Washington? One of our founding fathers?"" He nods his head yes. ""Why am I here, what's going on?"" you ask. ""Well, I can't give you the details of why you are here, but I can tell you that a time traveler has received information in the future that a nuclear device will be detonated near here, and only you can stop it. It's is in your time, in the white house. If anyone else tries to disarm, it will go off. He is the location, as the leader go do your country a service once again."" and he vanished into the crowd while you looked at the map.

You fly back to the white house, and go to the location he showed you, and sure enough there was the nuke bomb. It was a rudimentary device, but enough to level the area around it. Lucky for you, you watched a YouTube video on how to safely disarm the device. You worked fast, and were successful, saving the lives of millions.",27,5,16,0,6,7,6,1,2,4,0.0,0.5925925925925926,0.2222222222222222,0.5561959654178674
82,a068c6552ba143c8ba4f378e49c3b640.jsonl,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie i tarted with a baby girl born in a rich family. She was named Anna, and she was the youngest of five children. Anna had a happy childhood, but her parents died in a car accident when she was only 14 years old. She was sent to an orphanage, where she met a boy named David. They fell in love and ran away together. They lived in a small cottage in the woods. David was a good man, but he had a dark secret. He could not sleep at night! He was afraid of the dark, and he had to keep the lights on all night long. David was afraid that he would see a monster in the dark. Anna was a good wife, and she tried to help him. She thought of all possible solutions to solve David's problem. You know what she finally came up with? They decided to stay active during the night and make themselves very busy and tired. When the sun rose, both of them became very exhausted and fell asleep very quickly. They then lived happily together and called themselves Big Owl and Small Owl. ",22,2,8,0,12,17,12,5,3,9,0.0,0.36363636363636365,0.5454545454545454,0.5975609756097561
83,8db452c23eba4955b778ef8e1f992d40.jsonl,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. The people of the United States feel they have a lot to catch up on. So they elect a diplomat to go meet with the leaders of the other nations. It is surprising to learn that the United States has progressed far more than other nations in the 50 years. For instance, the United States has successfully built a ship capable of traveling at 1/3 the speed of light. They have been able to focus and build technologies without having to worry about national security.

he world's leaders are not happy with the United States' progress.
 They do not like being outdone by the United States. They are jealous and resentful. The United States agrees to share their innovations with the other countries but they have conditions. The people of the United States are tired of war and want to live in peace. The want to isolation treaty to extend indefinitely. They are willing to share the tech but they want no part of war. This guarantees peace to the United States.

he world leaders agree to these terms.
 A lot of resources can now go to innovation that were previously spent on security and the human race achieves great success.",17,2,8,0,7,14,7,7,3,4,0.0,0.47058823529411764,0.4117647058823529,0.5443548387096774
84,e03ef85aec8b445190e519003d884092.jsonl,"How Worried Should We Be About Screen Time During the Pandemic?

The coronavirus pandemic ended the screen time debate: Screens won. We all now find ourselves on our screens for school, for work and for connecting with family and friends during this time of social distancing and increased isolation.

But should we be worried about this excessive screen use right now? Or should we finally get over it and embrace the benefits of our digital devices?

---

In my opinion, we need to be even more cautious of our screen time now. he pandemic has made us more isolated and more vulnerable to the negative effects of screen time.
 e need to be more aware of our screen time and its effects on our health and well-being.
 There should be a national campaign to warn of these dangers. Too many of us use our screens all day, for work, school and social interaction that we need to unplug and live in the real world for a good portion of the day.   am not anti-screen. by any means, I am just aware of some of the dangers associated with prolonged screen time and think it should be more of a priority right now because of the drastic increases over the past year and a half. These new habbits and patterns we are forming have the potential to effect us for the rest of our lives. I worry that when the pandemic finally ends that a significant portion of society will not change. They will live on their devices for 15 hours a day. I worry that this will be the new normal. I already see huge pushes for office workers to continue working from home. Even businesses are opening up to it since it cuts down on operating costs. As long productivity does not take a big hit. Then we have new technologies like VR, AR and holograms that will reduce the need even more to be physically present. I also see these new technologies being much more addictive then phones and desktops. These are fully immersive technologies that are becoming very realistic very fast. As I said before I am not anti screen, I am just very worried for our future when it comes to personal interaction at school and the workplace. I also think there should be much more focus on the effects of screen time since we are using it more and more. ",24,6,14,0,4,9,4,5,3,1,0.0,0.5833333333333334,0.16666666666666666,0.49876543209876545
